Incident energy,MT=1 : (n,total),MT=2 : (z,elastic),MT=102 : (z,?)
Incident energy,,,
Incident energy,?(E),?(E),?(E)
702201.1,0.5389506,0.5346505,0.004300098
702210.8,0.5432798,0.5386149,0.004664902
702220.6,0.550425,0.5452718,0.00515323
702225.5,0.555558,0.5500966,0.005461405
702230.3,0.5620149,0.5561954,0.005819493
702235.2,0.5705439,0.5642851,0.006258839
702240.0,0.5814467,0.5746634,0.006783248
702244.9,0.5961058,0.5886609,0.007444935
702249.7,0.6151672,0.6069105,0.008256702
702255.3,0.6455363,0.6360575,0.009478819
702258.1,0.6650212,0.6547891,0.01023218
702260.8,0.6871892,0.6761207,0.01106851
702263.6,0.7142868,0.7022191,0.01206772
702266.3,0.7450227,0.7318454,0.01317734
702269.1,0.7824171,0.7679161,0.01450102
702271.8,0.8245632,0.8085972,0.01596593
702274.6,0.8754289,0.8577247,0.01770418
702277.3,0.9322088,0.9125947,0.01961415
702280.1,0.9999721,0.9781119,0.02186014
702282.8,1.074661,1.05036,0.02430161
702285.6,1.162545,1.135408,0.02713696
702288.3,1.257921,1.227745,0.03017585
702293.8,1.485862,1.448552,0.03730919
702300.3,1.812594,1.765312,0.04728212
702306.8,2.191605,2.133063,0.05854148
702319.7,2.996882,2.915529,0.08135286
702324.0,3.239979,3.152142,0.08783632
702328.3,3.449192,3.35605,0.09314208
702332.6,3.612771,3.515823,0.09694813
702336.9,3.72128,3.622267,0.09901276
702340.0,3.761748,3.662407,0.09934044
702344.6,3.761116,3.663106,0.09800966
702349.1,3.69174,3.597036,0.09470316
702353.6,3.560351,3.470703,0.0896476
702358.1,3.376914,3.293729,0.08318459
702363.7,3.095325,3.021526,0.07379923
702369.2,2.785723,2.721837,0.06388583
702374.8,2.462449,2.408609,0.05384021
702380.3,2.157907,2.113296,0.04461045
702385.2,1.909554,1.872312,0.03724217
702390.0,1.693601,1.662644,0.03095616
702394.9,1.503634,1.478103,0.02553122
702399.7,1.347195,1.326044,0.02115105
702402.2,1.27669,1.257482,0.01920782
702404.6,1.215573,1.198031,0.01754155
702407.0,1.160454,1.144399,0.0160553
702409.4,1.110877,1.096144,0.01473368
702411.9,1.064625,1.051109,0.01351552
702414.3,1.024917,1.012435,0.0124828
702419.1,0.9575022,0.9467399,0.01076237
702424.0,0.902362,0.8929688,0.009393219
702428.9,0.8580543,0.8497297,0.008324608
702433.8,0.8221247,0.8146409,0.007483714
702438.6,0.7931891,0.7863625,0.006826608
702443.5,0.7685811,0.7622969,0.006284242
702448.3,0.7482293,0.7423807,0.005848649
702453.2,0.7304561,0.7249772,0.005478899
702458.0,0.7153823,0.7102085,0.005173801
702467.7,0.6902512,0.6855669,0.004684237
702477.4,0.6703061,0.6659915,0.004314639
702487.1,0.6540208,0.6499939,0.00402693
702496.8,0.6404236,0.636626,0.003797588
702507.2,0.6280966,0.6244974,0.003599223
702517.6,0.617564,0.6141263,0.003437721
702538.4,0.6004315,0.5972386,0.003192836
702559.2,0.5869891,0.5839707,0.003018367
702580.0,0.5760536,0.5731641,0.002889506
702621.6,0.5589899,0.5562756,0.002714353
702663.2,0.5459349,0.5433315,0.002603394
702724.2,0.5310244,0.5285222,0.002502255
702785.2,0.5191544,0.5167137,0.002440666
702907.2,0.5002648,0.4978937,0.002371073
703151.2,0.4723968,0.4700825,0.002314356
703639.2,0.4349679,0.4326862,0.002281636
704127.1,0.4124278,0.4101533,0.002274495
704537.5,0.4016724,0.3993917,0.002280716
704742.7,0.3971022,0.3948049,0.002297333
704845.3,0.393734,0.3914147,0.002319267
704947.9,0.3877815,0.3854067,0.002374777
704984.0,0.3843562,0.3819394,0.002416855
705020.0,0.3797133,0.3772249,0.002488411
705038.1,0.3767325,0.3741867,0.00254584
705056.1,0.3732297,0.3706004,0.002629334
705074.1,0.3691856,0.3664256,0.00275995
705083.1,0.3670564,0.3641997,0.002856654
705092.1,0.365076,0.3620858,0.002990153
705097.7,0.3641191,0.3610169,0.003102156
705103.2,0.3636427,0.3603978,0.003244925
705108.8,0.3640246,0.3605859,0.003438736
705114.3,0.3658786,0.36218,0.003698554
705119.9,0.3702751,0.3662089,0.004066206
705125.4,0.3785114,0.373939,0.004572368
705128.2,0.3848202,0.3799171,0.004903045
705130.9,0.3926477,0.3873685,0.005279178
705133.7,0.4029303,0.3971924,0.005737872
705136.4,0.4153073,0.4090517,0.006255673
705140.3,0.4382544,0.431101,0.00715343
705144.1,0.4674288,0.4592071,0.008221715
705147.9,0.5044673,0.4949637,0.009503571
705151.7,0.5503846,0.5393691,0.01101546
705155.6,0.6075567,0.5947428,0.01281383
705159.4,0.673456,0.6586553,0.01480065
705163.2,0.749288,0.7322909,0.01699714
705167.0,0.8342787,0.8149153,0.01936338
705175.3,1.043399,1.018588,0.02481023
705183.6,1.260399,1.23052,0.02987838
705190.3,1.414883,1.381914,0.0329688
705193.7,1.478739,1.444724,0.03401548
705197.0,1.528334,1.4937,0.03463365
705200.0,1.561417,1.526583,0.03483313
705201.1,1.570495,1.535677,0.03481786
705204.7,1.588336,1.553898,0.03443789
705208.3,1.58786,1.554289,0.03357045
705211.9,1.56965,1.537392,0.03225854
705215.4,1.536306,1.505689,0.03061687
705223.3,1.415447,1.389473,0.02597345
705231.1,1.258369,1.237519,0.02085007
705238.3,1.105856,1.089517,0.01633835
705241.9,1.033111,1.018804,0.014307
705245.5,0.9649757,0.9525057,0.01247003
705249.1,0.9025218,0.8916789,0.01084287
705252.7,0.8463538,0.8369252,0.009428539
705256.3,0.7966707,0.7884506,0.008220103
705259.9,0.7533466,0.7461432,0.007203357
705263.5,0.7160153,0.7096559,0.006359383
705267.1,0.684153,0.6784861,0.005666844
705270.7,0.6571496,0.6520457,0.005103843
705274.3,0.6343674,0.6297181,0.004649315
705277.9,0.6151845,0.6109006,0.004283956
705281.5,0.5990243,0.5950336,0.003990751
705285.1,0.5853723,0.5816171,0.003755178
705288.6,0.574081,0.5705111,0.00356993
705295.8,0.5555797,0.5522918,0.003287883
705303.0,0.5416525,0.5385573,0.003095253
705310.2,0.5308122,0.5278545,0.002957756
705317.3,0.5222235,0.519367,0.002856506
705327.7,0.5122504,0.5095033,0.002747104
705338.1,0.504439,0.5017717,0.002667242
705358.9,0.4929874,0.4904283,0.002559011
705400.5,0.4793469,0.4769037,0.002443212
705442.1,0.4718833,0.4694985,0.002384753
705483.7,0.4676154,0.4652643,0.0023511
705575.5,0.4638363,0.4615233,0.002313009
705851.1,0.4705195,0.4682392,0.002280258
706126.6,0.4879394,0.4856666,0.002272784
706574.4,0.5293849,0.5271143,0.002270587
707022.1,0.5817243,0.5794521,0.002272261
707469.8,0.6439675,0.6416871,0.002280397
707693.7,0.6762692,0.6739753,0.002293839
707805.6,0.6909106,0.6885986,0.002311969
707917.5,0.701182,0.6988188,0.002363127
707952.0,0.7021176,0.6997176,0.002399981
707986.4,0.7007703,0.6983054,0.002464877
708008.0,0.6979507,0.6954145,0.002536179
708029.5,0.6925947,0.6899337,0.00266095
708040.3,0.6884814,0.6857114,0.002769965
708045.7,0.6859848,0.6831352,0.002849685
708051.0,0.6832573,0.6803005,0.002956829
708056.4,0.6802704,0.6771569,0.003113492
708061.8,0.6772659,0.6739176,0.003348257
708064.5,0.6758698,0.6723606,0.003509192
708067.2,0.6746397,0.67093,0.003709704
708069.9,0.6736764,0.6697165,0.003959976
708072.5,0.6731217,0.6688623,0.004259473
708074.9,0.673061,0.6684628,0.004598228
708077.2,0.6735408,0.6685506,0.004990211
708079.6,0.6747616,0.6692792,0.005482439
708081.9,0.6767962,0.6707487,0.006047493
708084.3,0.6800329,0.6732826,0.006750263
708086.6,0.6844268,0.6768786,0.007548176
708088.9,0.6903281,0.6818438,0.008484316
708091.2,0.6979958,0.6884205,0.00957532
708093.6,0.7081773,0.6972805,0.0108968
708095.9,0.7203188,0.7079636,0.01235515
708098.2,0.7350839,0.7210678,0.01401616
708100.5,0.7527514,0.7368591,0.01589232
708102.9,0.7745626,0.7564729,0.01808972
708105.2,0.7989373,0.7785062,0.02043109
708109.8,0.8585694,0.8327661,0.02580334
708114.5,0.9349691,0.9027941,0.03217508
708119.2,1.026306,0.9870522,0.0392535
708128.5,1.239521,1.185516,0.05400563
708134.9,1.393698,1.330527,0.06317071
708138.5,1.475221,1.40784,0.06738157
708142.1,1.548682,1.478047,0.07063541
708146.3,1.619978,1.546984,0.07299325
708150.0,1.666788,1.593134,0.07365412
708150.4,1.670853,1.597209,0.07364344
708151.5,1.680983,1.607452,0.07353117
708152.5,1.688839,1.615515,0.07332408
708154.6,1.701067,1.628498,0.07256818
708157.8,1.70847,1.637858,0.07061177
708161.0,1.702537,1.634775,0.06776216
708166.2,1.66665,1.605101,0.0615487
708171.4,1.603731,1.549773,0.05395764
708180.6,1.451866,1.412505,0.03936172
708185.2,1.369018,1.336598,0.03241959
708189.8,1.288537,1.262391,0.0261461
708194.4,1.214176,1.193455,0.02072125
708196.7,1.180085,1.161732,0.01835282
708199.0,1.148311,1.132096,0.01621531
708201.3,1.118952,1.104648,0.01430369
708203.6,1.09204,1.079431,0.01260895
708205.9,1.067552,1.056433,0.01111902
708208.2,1.045418,1.035599,0.009819601
708210.5,1.025532,1.016837,0.008694948
708212.8,1.00776,1.000031,0.007728555
708215.1,0.9919499,0.9850462,0.006903758
708217.4,0.9779402,0.9717359,0.006204219
708219.7,0.9655639,0.9599495,0.00561431
708222.0,0.9546557,0.9495363,0.005119392
708224.3,0.9450558,0.9403498,0.004706007
708226.5,0.9369578,0.9325821,0.004375651
708229.1,0.9285841,0.92453,0.004054097
708231.7,0.9213317,0.9175375,0.00379421
708234.3,0.9150359,0.9114516,0.003584317
708236.9,0.9095529,0.9061382,0.003414636
708242.1,0.9005454,0.8973804,0.003165059
708247.3,0.8935228,0.8905254,0.002997362
708252.5,0.8879304,0.8850497,0.002880722
708257.7,0.8833863,0.8805903,0.002796056
708268.1,0.8764826,0.8738014,0.002681124
708288.9,0.867955,0.8654045,0.002550495
708309.7,0.8634309,0.8609544,0.002476534
708329.3,0.8613236,0.858892,0.002431641
708377.1,0.8611663,0.8587966,0.002369724
708424.8,0.8649338,0.8625951,0.00233873
708520.3,0.8779408,0.8756315,0.002309288
708711.3,0.9138519,0.9115611,0.002290819
709093.2,0.999274,0.9969917,0.002282233
710171.0,1.288313,1.286029,0.002284536
711248.7,1.619296,1.617002,0.002293673
712326.4,1.967734,1.965422,0.002312931
712865.3,2.142976,2.14064,0.002336499
713404.1,2.314752,2.312349,0.002403043
713539.9,2.357647,2.355205,0.002441423
713675.7,2.401033,2.398528,0.002504442
713811.5,2.44636,2.443742,0.002618476
713879.4,2.47097,2.468255,0.002714854
713947.3,2.49859,2.495726,0.002864147
713997.4,2.522629,2.519595,0.003033685
714047.4,2.552471,2.549179,0.003292427
714072.4,2.571223,2.567744,0.003478165
714097.4,2.594127,2.590404,0.003723305
714122.4,2.623274,2.619219,0.004055791
714147.4,2.662228,2.657705,0.004522651
714159.9,2.687208,2.682378,0.004830273
714172.4,2.717413,2.712205,0.005207411
714184.9,2.754655,2.748978,0.005677219
714197.4,2.801615,2.795341,0.006273669
714209.9,2.86235,2.855302,0.007047706
714216.2,2.900048,2.89252,0.007528396
714222.4,2.943152,2.935075,0.00807761
714228.7,2.99445,2.98572,0.008730235
714234.9,3.054057,3.04457,0.009486844
714241.2,3.126165,3.115766,0.01039937
714247.4,3.211299,3.199826,0.01147275
714254.2,3.324994,3.312094,0.01289966
714260.9,3.46315,3.448525,0.01462427
714267.6,3.633686,3.616946,0.01674052
714274.3,3.843753,3.824422,0.01933069
714281.0,4.10056,4.078084,0.02247567
714287.7,4.410183,4.383943,0.02624023
714294.4,4.775816,4.745164,0.03065184
714301.1,5.195614,5.159939,0.03567529
714323.6,6.81585,6.761232,0.05461761
714329.3,7.193158,7.134276,0.05888202
714334.9,7.50854,7.446183,0.06235657
714340.5,7.748649,7.683763,0.06488581
714346.1,7.897256,7.830968,0.06628786
714350.0,7.941075,7.874536,0.06653932
714356.5,7.901757,7.836146,0.06561163
714363.0,7.728115,7.665019,0.0630966
714369.5,7.438776,7.379535,0.0592406
714375.9,7.068208,7.01373,0.05447794
714388.9,6.183829,6.14039,0.04343935
714401.8,5.321825,5.288893,0.03293194
714408.9,4.908766,4.880801,0.02796584
714416.0,4.552571,4.528852,0.02371886
714423.1,4.25378,4.233597,0.02018351
714430.2,4.007877,3.990582,0.01729461
714437.3,3.807789,3.79283,0.01495951
714444.4,3.645753,3.632673,0.01308001
714451.5,3.514454,3.502888,0.01156541
714458.5,3.408933,3.398579,0.01035406
714465.3,3.324441,3.315053,0.009388011
714472.0,3.254986,3.24639,0.008596464
714478.8,3.195683,3.187761,0.007922318
714485.5,3.146128,3.138768,0.007359999
714499.0,3.066676,3.060217,0.006459535
714512.5,3.007082,3.001299,0.00578361
714526.0,2.961383,2.956119,0.005263309
714539.5,2.925711,2.920857,0.004854345
714553.0,2.897469,2.892942,0.004527188
714566.5,2.874854,2.870593,0.004261519
714584.5,2.851279,2.847301,0.003978607
714602.5,2.833292,2.829536,0.00375579
714638.5,2.808665,2.805234,0.003431019
714674.5,2.793938,2.790727,0.003210628
714710.5,2.78544,2.782385,0.003055411
714751.7,2.78069,2.77776,0.002929792
714792.8,2.779352,2.776511,0.002840413
714875.1,2.782577,2.779851,0.002726678
714957.4,2.790112,2.787445,0.002667278
715039.7,2.799411,2.796769,0.00264213
715137.5,2.810682,2.808034,0.002647224
715235.3,2.820413,2.817719,0.002693668
715333.1,2.826935,2.824129,0.002806193
715382.0,2.82867,2.825763,0.002906871
715430.8,2.82964,2.826575,0.003065134
715469.4,2.830811,2.827549,0.003261519
715488.7,2.832187,2.82879,0.003397604
715508.0,2.834791,2.83122,0.003571235
715527.3,2.839661,2.835862,0.003798222
715546.6,2.848652,2.844548,0.004103698
715565.9,2.865174,2.860646,0.004528536
715575.5,2.878044,2.873239,0.004804447
715585.1,2.895637,2.890497,0.005139814
715594.1,2.918137,2.912613,0.005524515
715603.1,2.948844,2.942845,0.005998812
715612.1,2.991233,2.984641,0.006592371
715621.1,3.050467,3.04312,0.007346804
715630.1,3.134163,3.125843,0.008319883
715639.1,3.25332,3.24373,0.009589508
715643.6,3.330766,3.3204,0.01036578
715648.1,3.423115,3.41186,0.01125482
715652.6,3.532926,3.520654,0.01227127
715657.1,3.662928,3.649498,0.01342953
715664.3,3.919838,3.904229,0.01560925
715671.4,4.240838,4.222658,0.01818073
715678.5,4.635613,4.614444,0.0211693
715685.6,5.104172,5.079655,0.024517
715699.9,6.220055,6.188312,0.03174266
715707.0,6.803543,6.768458,0.03508579
715714.1,7.352094,7.314226,0.03786886
715722.1,7.87062,7.830646,0.0399749
715730.0,8.224284,8.183581,0.04070348
715734.0,8.330615,8.290097,0.04051772
715739.7,8.391846,8.352224,0.03962177
715745.4,8.348581,8.310532,0.03804919
715751.1,8.209761,8.173846,0.03591526
715756.7,7.995009,7.961595,0.03341401
715768.0,7.401218,7.373458,0.02776077
715779.3,6.72223,6.700029,0.02220023
715786.8,6.28651,6.267581,0.01892969
715794.2,5.894509,5.87836,0.01614888
715801.6,5.550343,5.536516,0.01382682
715809.0,5.256118,5.244187,0.01193119
715816.5,5.005759,4.995373,0.0103865
715823.9,4.800224,4.791056,0.009168776
715831.3,4.629416,4.621222,0.008194126
715838.7,4.487165,4.479755,0.007410271
715846.2,4.366621,4.359854,0.0067672
715853.6,4.266501,4.260253,0.006248744
715861.0,4.181487,4.175666,0.00582023
715868.4,4.108751,4.103288,0.005462513
715883.3,3.990985,3.986084,0.004901458
715898.1,3.901943,3.89745,0.004492498
715913.0,3.832244,3.828063,0.004181437
715927.8,3.777587,3.773645,0.00394262
715942.7,3.73369,3.729937,0.003753406
715957.5,3.698696,3.695093,0.003603386
715992.5,3.64071,3.637358,0.003351439
716027.4,3.606425,3.603235,0.00319056
716062.3,3.587861,3.584777,0.003083766
716097.2,3.580978,3.577966,0.003012726
716153.1,3.588967,3.586019,0.002948291
716208.9,3.615497,3.612574,0.002923132
716287.0,3.680384,3.677453,0.002931428
716365.0,3.780664,3.777683,0.002981173
716443.0,3.924528,3.921458,0.003069947
716521.0,4.125736,4.122534,0.003201433
716599.0,4.403706,4.400324,0.003382732
716677.0,4.780168,4.776548,0.003620313
716755.0,5.279706,5.27579,0.003915311
716833.0,5.877706,5.873465,0.004240461
716921.5,6.575065,6.570505,0.004559838
716965.8,6.864676,6.86002,0.004656123
717010.0,7.069975,7.065287,0.004687968
717054.3,7.170915,7.166266,0.00464974
717129.8,7.099778,7.095334,0.004444522
717205.3,6.801355,6.797217,0.00413806
717356.3,6.025896,6.022369,0.00352767
717431.8,5.683056,5.679763,0.003292881
717507.3,5.396631,5.393525,0.003106717
717582.8,5.163674,5.160713,0.002961405
717658.3,4.975929,4.973081,0.002848057
717783.4,4.741495,4.738784,0.002711096
717908.4,4.575619,4.573002,0.002617168
718158.5,4.36933,4.366827,0.002503648
718408.6,4.253445,4.251003,0.002441479
718658.6,4.186026,4.183619,0.002406636
719247.0,4.113288,4.110907,0.002380281
719717.8,4.08951,4.087109,0.002400556
719953.2,4.08181,4.07938,0.002430101
720188.6,4.075972,4.073488,0.002484282
720424.0,4.073596,4.071009,0.002586594
720541.7,4.075838,4.073163,0.002674611
720659.3,4.083563,4.080753,0.002810085
720747.6,4.096271,4.093307,0.002964477
720835.9,4.121319,4.118115,0.003203853
720880.1,4.141945,4.138569,0.003375875
720924.2,4.171356,4.167755,0.003601982
720968.3,4.214188,4.21028,0.003908226
721012.4,4.277871,4.273535,0.004335388
721033.5,4.319455,4.314852,0.004602804
721054.6,4.371395,4.366467,0.004927989
721075.7,4.436948,4.43162,0.005328178
721096.7,4.520233,4.514409,0.005824651
721117.8,4.628609,4.622153,0.006456251
721138.8,4.770401,4.763136,0.007265104
721159.9,4.960602,4.952274,0.008328296
721170.4,5.079106,5.070125,0.008981254
721180.9,5.217847,5.208109,0.009738389
721192.7,5.403167,5.392427,0.01073946
721204.4,5.62444,5.612518,0.01192213
721216.2,5.893681,5.880335,0.01334599
721227.9,6.215197,6.200168,0.01502825
721239.7,6.603193,6.586157,0.01703633
721251.4,7.057442,7.038081,0.01936085
721263.2,7.586469,7.564433,0.02203573
721274.9,8.171999,8.147041,0.0249576
721291.2,9.041031,9.011817,0.02921389
721307.5,9.861525,9.828413,0.0331122
721315.7,10.20556,10.17088,0.03468475
721323.8,10.4728,10.43695,0.0358493
721331.9,10.65091,10.61437,0.03654833
721340.0,10.7285,10.69176,0.03673263
721347.7,10.70504,10.66863,0.03641879
721355.4,10.58958,10.55393,0.03564999
721370.8,10.12175,10.08878,0.03297093
721386.2,9.439641,9.410333,0.02930826
721401.5,8.681507,8.656142,0.02536565
721416.9,7.94323,7.921621,0.02160991
721432.3,7.290479,7.27213,0.01834923
721447.7,6.744086,6.728421,0.01566519
721463.0,6.302999,6.289465,0.01353371
721472.1,6.083177,6.070691,0.01248578
721481.2,5.890866,5.879288,0.01157852
721499.3,5.577115,5.566993,0.01012236
721517.5,5.335079,5.326052,0.009026798
721535.6,5.149827,5.141614,0.00821279
721553.8,5.006626,4.999019,0.007606238
721571.9,4.898356,4.891187,0.007169199
721590.1,4.817848,4.810982,0.006865798
721608.2,4.762142,4.755464,0.00667854
721632.5,4.722637,4.71605,0.006587407
721650.7,4.720285,4.713648,0.006637215
721668.8,4.744461,4.737665,0.006795189
721687.0,4.801359,4.794279,0.007079689
721705.1,4.899452,4.891939,0.007513001
721723.3,5.053588,5.045451,0.008137164
721741.4,5.282251,5.273254,0.008997275
721759.6,5.616492,5.606321,0.01017041
721777.7,6.088641,6.076925,0.01171673
721790.5,6.527119,6.51405,0.01306819
721803.3,7.062544,7.047913,0.0146305
721828.9,8.397733,8.379567,0.01816582
721841.7,9.13459,9.114701,0.01988883
721854.5,9.838281,9.81695,0.02133075
721867.3,10.43109,10.40881,0.02228564
721880.0,10.83795,10.81536,0.02259685
721889.8,10.99763,10.97526,0.02236315
721905.1,10.96476,10.94353,0.02123281
721920.4,10.63202,10.61262,0.01940101
721951.0,9.471956,9.456958,0.01499814
721966.3,8.842508,8.829543,0.01296543
721981.6,8.26248,8.251261,0.01121871
721996.9,7.754873,7.745099,0.009774335
722012.2,7.323131,7.314528,0.008603395
722022.4,7.074445,7.066493,0.007952584
722032.5,6.855749,6.848354,0.007394743
722052.8,6.486989,6.480503,0.006485951
722073.1,6.194386,6.188591,0.005795041
722093.3,5.960595,5.955331,0.005263919
722113.6,5.769085,5.764241,0.004843852
722133.9,5.610736,5.606228,0.004507508
722154.2,5.478257,5.474022,0.004234426
722174.4,5.366796,5.362785,0.004011085
722217.7,5.178603,5.174955,0.003648787
722260.9,5.039166,5.035772,0.003393869
722304.2,4.932238,4.92903,0.003207449
722347.4,4.847895,4.844829,0.003066624
722433.9,4.72233,4.719462,0.002868318
722520.4,4.634361,4.631621,0.002739209
722644.8,4.546095,4.543475,0.002619805
722769.1,4.484438,4.481894,0.002543957
723017.8,4.40224,4.399785,0.002455509
723515.1,4.311997,4.309612,0.002385162
723861.1,4.27399,4.27162,0.002369961
724726.1,4.222613,4.220223,0.002390095
725137.0,4.220557,4.218129,0.002427891
725547.9,4.243098,4.240604,0.002494349
725958.8,4.312612,4.309998,0.00261317
726164.2,4.378757,4.37605,0.002706907
726369.6,4.482932,4.48009,0.002841938
726564.3,4.63771,4.63468,0.003030713
726661.6,4.746176,4.743017,0.003158844
726758.9,4.884242,4.880923,0.003319188
726856.2,5.062025,5.058502,0.003522851
726953.5,5.29361,5.289824,0.003785361
727050.8,5.597908,5.59378,0.004127665
727148.1,6.012949,6.008357,0.004591981
727212.4,6.368743,6.363754,0.004989015
727276.6,6.810026,6.804545,0.005481041
727340.9,7.361842,7.355746,0.00609644
727405.1,8.050509,8.043644,0.006865446
727469.4,8.907528,8.899704,0.007824801
727533.6,9.950631,9.941634,0.008997023
727597.8,11.17586,11.16548,0.01038333
727662.0,12.48745,12.47557,0.01187866
727746.0,14.00819,13.99454,0.01364766
727788.0,14.49618,14.48194,0.01424161
727830.0,14.69502,14.6805,0.01451883
727865.1,14.61093,14.59646,0.01447307
727900.2,14.30521,14.29103,0.01417895
727935.3,13.80996,13.79629,0.01367
727970.4,13.17415,13.16115,0.01299909
728110.8,10.21901,10.20921,0.009799452
728181.0,8.940916,8.932521,0.008395586
728251.2,7.899328,7.892081,0.007246103
728321.4,7.075433,7.069098,0.006334522
728391.6,6.43068,6.42506,0.005620525
728476.2,5.835562,5.8306,0.004962141
728560.8,5.385906,5.38144,0.004466379
728645.4,5.040784,5.036696,0.004088185
728729.9,4.771199,4.767403,0.003795407
728814.5,4.556444,4.552879,0.003565012
728899.1,4.382525,4.379144,0.003381333
729068.2,4.121312,4.118198,0.003113897
729223.3,3.946321,3.943377,0.002944045
729378.4,3.810531,3.80771,0.002820818
729688.5,3.611084,3.60842,0.002663318
729998.6,3.464508,3.461931,0.002576855
730308.7,3.345222,3.342685,0.00253709
730421.4,3.3059,3.303367,0.002533049
730632.9,3.235854,3.233311,0.002543102
730844.3,3.169432,3.166846,0.002586636
731055.8,3.106391,3.103697,0.002694471
731161.5,3.077273,3.074472,0.002800409
731267.2,3.051887,3.04891,0.00297712
731309.5,3.043721,3.040639,0.00308117
731351.7,3.037633,3.034417,0.003216324
731408.1,3.034535,3.031067,0.003467709
731436.3,3.036353,3.032716,0.003637756
731464.5,3.041549,3.037699,0.003849976
731492.7,3.051463,3.047344,0.004118795
731520.9,3.06836,3.063892,0.004468028
731549.1,3.095838,3.090903,0.004934419
731563.2,3.115212,3.109984,0.00522808
731577.2,3.139469,3.133897,0.005572179
731592.2,3.172586,3.166572,0.006013998
731607.2,3.215354,3.208801,0.00655288
731622.2,3.271014,3.263795,0.007218813
731637.2,3.344214,3.33616,0.008054093
731652.2,3.441856,3.432735,0.009120381
731667.2,3.574477,3.563967,0.01051014
731674.7,3.658707,3.647339,0.01136773
731682.2,3.758431,3.746067,0.01236388
731689.7,3.877149,3.863621,0.01352784
731697.1,4.017157,4.002281,0.01487576
731706.8,4.243922,4.226907,0.01701415
731716.5,4.533387,4.513705,0.01968183
731726.2,4.903531,4.880515,0.02301644
731735.8,5.36921,5.342092,0.02711846
731745.5,5.959497,5.927296,0.03220168
731755.2,6.682898,6.644611,0.03828736
731764.9,7.536467,7.491175,0.04529222
731774.5,8.481128,8.428294,0.05283359
731785.9,9.646896,9.585095,0.06180155
731797.3,10.71151,10.64198,0.06952425
731803.0,11.14857,11.07611,0.07245992
731808.7,11.49308,11.41852,0.07455928
731814.4,11.72779,11.65208,0.07570284
731820.0,11.84038,11.76455,0.07583028
731828.4,11.78264,11.70847,0.07416917
731836.8,11.46855,11.39806,0.07049115
731845.2,10.94293,10.8777,0.06523496
731853.6,10.26986,10.21089,0.05897039
731870.4,8.753518,8.707839,0.04567838
731878.8,8.021728,7.982205,0.03952339
731887.2,7.354676,7.320641,0.03403449
731896.7,6.696609,6.667877,0.02873175
731906.2,6.143504,6.119138,0.02436615
731915.7,5.686782,5.665951,0.02083136
731925.1,5.316152,5.298136,0.01801624
731934.6,5.009089,4.993363,0.01572593
731944.1,4.756515,4.74264,0.01387524
731953.6,4.547208,4.53484,0.01236793
731963.0,4.373899,4.362758,0.0111408
731971.8,4.236064,4.225884,0.01018041
731980.6,4.117382,4.108016,0.009366076
731989.4,4.014435,4.005765,0.008670428
731998.2,3.924513,3.916441,0.008072005
732015.8,3.775514,3.768411,0.007102484
732033.4,3.657645,3.651286,0.006358921
732051.0,3.562453,3.556676,0.005777038
732068.6,3.484097,3.478784,0.005313196
732086.2,3.418426,3.413489,0.004936867
732103.7,3.362814,3.358186,0.004628477
732138.9,3.272604,3.268451,0.004152468
732174.1,3.202912,3.199102,0.003810181
732209.3,3.147118,3.143561,0.003556035
732244.4,3.101203,3.09784,0.003362692
732314.8,3.028747,3.025655,0.003092477
732385.1,2.972491,2.969575,0.002915654
732471.7,2.916421,2.91365,0.002771021
732558.3,2.869391,2.866717,0.002674424
732731.5,2.790562,2.788003,0.002558693
732904.7,2.722181,2.719687,0.002494491
733077.8,2.659184,2.656727,0.002456883
733424.2,2.539905,2.537485,0.002420314
733770.5,2.423162,2.420751,0.002410065
734376.6,2.214973,2.212546,0.002427317
734982.7,1.998008,1.995528,0.002480225
735588.8,1.776273,1.773681,0.002591816
735891.9,1.671965,1.669277,0.002688382
736194.9,1.585681,1.582844,0.002837354
736454.7,1.549203,1.546159,0.003044196
736638.7,1.570262,1.56699,0.00327227
736730.7,1.607398,1.60397,0.003427836
736822.7,1.672409,1.668785,0.00362409
736914.7,1.777767,1.77389,0.003876482
737006.7,1.937553,1.933351,0.004201617
737052.7,2.049782,2.045376,0.004406006
737098.7,2.189423,2.184778,0.004644994
737144.7,2.362929,2.358003,0.00492604
737190.6,2.578274,2.573015,0.005258206
737244.7,2.901034,2.895301,0.005733308
737298.8,3.320258,3.313933,0.006324745
737325.9,3.575504,3.568828,0.006675671
737352.9,3.865516,3.858447,0.007068762
737380.0,4.197032,4.189519,0.007513052
737407.0,4.572354,4.564342,0.008012034
737434.1,5.000894,4.992315,0.008579303
737461.1,5.486299,5.477077,0.009221897
737488.2,6.037754,6.027799,0.009955929
737515.2,6.656695,6.645906,0.01078949
737542.3,7.353028,7.341283,0.0117452
737569.3,8.126224,8.113388,0.0128354
737596.3,8.982429,8.968342,0.01408618
737623.3,9.924531,9.909007,0.0155239
737652.9,11.05794,11.0406,0.01734794
737682.5,12.29416,12.2747,0.01945945
737741.7,14.98146,14.95699,0.02446448
737771.3,16.32527,16.29814,0.02712551
737800.9,17.5051,17.4756,0.02950021
737830.5,18.27495,18.2439,0.03105577
737845.3,18.43712,18.40574,0.03137393
